697|011654|"2011-12-16"|"1996-09-13"|076746|2025
45|010948|"2020-02-24"|"2022-03-08"|915822|2023
376|011913|"2022-10-02"|"2015-04-20"|370390|2020
761|011246|"2008-08-31"|"1984-02-14"|870165|2023
253|011872|"1973-09-29"|"2019-01-08"|656486|2021
190|010270|"2000-05-26"|"2019-01-13"|339366|2024
431|010736|"1975-03-01"|"1982-09-13"|460145|2025
582|011481|"1999-12-06"|"1996-11-04"|337275|2023
30|010898|"1973-05-06"|"1998-01-07"|009889|2021
101|010351|"2010-05-26"|"1985-06-15"|098058|2020
102|011027|"2020-02-16"|"2022-02-18"|436145|2025
378|010812|"2023-07-21"|"1990-08-19"|402879|2020
564|011956|"1992-03-15"|"2015-05-17"|533508|2025
197|010888|"2015-02-07"|"1992-06-24"|749499|2020
213|011267|"1987-09-30"|"2003-09-07"|004737|2025
629|010501|"1998-01-16"|"1996-08-01"|354944|2023
642|010434|"1995-05-31"|"2002-11-28"|263844|2021
191|010649|"1981-09-28"|"1999-12-07"|386236|2023
212|010821|"1986-08-20"|"1972-04-26"|320537|2020
703|010541|"1985-01-28"|"1988-01-08"|487885|2021
973|010542|"2009-06-19"|"1978-03-02"|819720|2024
255|010580|"1995-08-25"|"2017-09-14"|710470|2022
621|010257|"2020-09-17"|"1997-03-18"|712045|2022
273|011109|"1971-10-27"|"1985-07-13"|699067|2023
262|010085|"1990-01-11"|"1976-09-18"|198008|2020
118|011103|"1989-09-02"|"2023-09-05"|178957|2020
791|010493|"2012-11-13"|"1976-08-14"|909406|2025
548|011547|"2012-04-08"|"2002-12-23"|186205|2020
669|011948|"2023-07-28"|"1974-03-01"|782116|2024
448|011048|"1991-06-20"|"1984-05-06"|318283|2024
118|010345|"1997-03-08"|"2001-07-15"|615966|2025
700|010152|"1978-01-01"|"1982-09-10"|054327|2021
630|011196|"1984-08-24"|"2010-04-11"|025318|2023
361|011033|"2010-04-06"|"2003-09-06"|644209|2022
371|010398|"1993-04-18"|"1989-09-06"|410919|2020
656|010520|"2017-04-03"|"2004-05-24"|287744|2024
315|010570|"2000-10-22"|"1981-10-09"|118248|2020
508|010308|"2011-04-10"|"1987-09-03"|948418|2024
402|010352|"2004-01-05"|"1973-08-29"|325004|2020
828|010708|"1983-11-28"|"2012-05-15"|866145|2020
994|010197|"2010-09-05"|"1984-01-22"|815323|2021
53|011903|"2009-05-04"|"2009-02-13"|965567|2024
570|010292|"1987-10-13"|"1983-06-18"|230551|2020
313|011080|"2005-05-21"|"1973-05-31"|696423|2025
371|011131|"2010-01-18"|"1983-02-08"|011434|2023
328|010356|"1972-06-08"|"1974-05-28"|396154|2023
121|011510|"1992-10-23"|"2014-10-28"|938458|2025
10|010190|"2013-01-15"|"2019-07-11"|604615|2025
81|010452|"2023-08-21"|"1983-09-24"|162839|2022
794|011853|"1973-02-12"|"1999-06-22"|424730|2023
862|011067|"2001-12-26"|"1971-07-28"|628946|2025
683|010610|"1984-07-17"|"1987-06-07"|067867|2020
941|011949|"1999-03-18"|"2014-01-18"|793856|2020
430|010838|"1996-02-18"|"2002-01-12"|152275|2022
328|011580|"2001-05-17"|"2008-11-16"|061294|2024
113|010908|"1990-07-22"|"1981-03-02"|694509|2022
636|010436|"2000-07-28"|"2006-09-07"|704300|2021
474|011519|"1991-08-06"|"1985-12-16"|025165|2023
94|011845|"2002-04-29"|"2006-06-29"|046112|2023
343|011217|"2012-07-25"|"1998-04-10"|255353|2025
48|011943|"2006-09-04"|"2009-08-05"|429617|2021
934|011749|"1970-01-29"|"1982-08-31"|841114|2025
119|010436|"1970-03-28"|"1977-09-21"|044094|2020
67|010848|"2015-11-29"|"2023-05-20"|664944|2025
527|011152|"1989-12-04"|"1986-09-11"|185119|2025
644|010436|"2023-05-17"|"2000-05-07"|665941|2022
698|010523|"2015-12-19"|"1979-11-26"|329421|2025
801|011760|"2023-05-16"|"2003-06-29"|376150|2025
242|010484|"1976-08-23"|"1995-02-07"|844093|2025
743|011956|"1990-08-30"|"1971-07-17"|372762|2021
478|011223|"1995-05-31"|"1987-11-22"|555494|2024
567|010871|"1992-06-22"|"1976-04-25"|942316|2024
763|011702|"2002-12-02"|"1971-08-21"|873588|2025
963|011156|"2014-04-04"|"1980-03-14"|555244|2023
719|011298|"1979-07-06"|"2015-02-25"|774610|2024
581|010803|"2003-03-16"|"1995-07-04"|172141|2021
222|011846|"1993-04-15"|"2022-07-31"|425308|2022
119|010647|"1974-11-02"|"1995-11-30"|675456|2023
46|010720|"1988-03-09"|"2018-04-18"|135027|2023
987|011146|"2019-03-09"|"2009-03-12"|491797|2025
703|010820|"1975-05-01"|"1990-08-23"|308910|2023
65|010764|"2008-11-14"|"1975-09-15"|846056|2021
857|010020|"1998-02-12"|"1990-10-19"|426108|2022
105|011360|"1988-11-06"|"2006-08-25"|068416|2023
330|011901|"1974-02-04"|"2012-08-14"|833749|2023
184|010779|"2000-06-26"|"2006-12-02"|310879|2025
765|011636|"1982-09-13"|"1976-12-26"|548734|2020
752|010662|"1987-01-23"|"1998-11-22"|602686|2023
215|010298|"1996-07-26"|"2006-08-02"|777191|2020
115|011919|"2016-05-29"|"2011-02-16"|336357|2025
85|011014|"2011-02-06"|"2007-07-06"|475673|2020
753|010796|"2002-06-07"|"2021-12-20"|165026|2023
694|010846|"1991-06-20"|"2021-03-19"|284173|2020
792|011118|"2001-10-15"|"1988-08-08"|964288|2023
985|010633|"1985-02-22"|"2009-03-13"|123513|2022
743|011038|"1971-06-18"|"2012-11-01"|597789|2023
143|010268|"1994-11-11"|"1971-02-08"|437315|2025
880|010803|"1989-12-12"|"1970-03-09"|330297|2020
626|011696|"1989-04-11"|"2013-07-08"|580216|2022
583|010758|"2018-03-30"|"2019-06-14"|731583|2021
139|011500|"2002-06-17"|"2006-08-18"|426089|2025
273|010886|"2010-09-02"|"2013-12-05"|579760|2025
596|010797|"1970-05-11"|"1995-10-18"|748282|2024
663|011207|"2021-12-25"|"1995-09-10"|660437|2023
221|010509|"1988-10-23"|"2008-01-19"|940929|2021
768|010415|"1983-09-16"|"1999-08-01"|447899|2023
104|010531|"2001-07-17"|"2012-10-27"|477134|2022
213|011963|"2003-05-29"|"1998-08-30"|548946|2022
34|010619|"1992-01-11"|"2020-06-14"|454493|2025
713|011068|"2017-11-27"|"2013-09-14"|168360|2025
890|011678|"2010-01-13"|"1995-06-03"|318066|2025
100|011590|"1994-11-13"|"2016-06-14"|008030|2025
686|010902|"1986-12-22"|"2018-01-25"|344574|2025
951|010543|"1974-07-29"|"2015-08-01"|205880|2024
857|011169|"1998-09-25"|"1981-07-27"|045785|2020
71|010188|"1976-08-22"|"1985-02-19"|930826|2022
586|011470|"2009-12-11"|"2008-02-22"|724840|2020
94|011613|"2016-07-12"|"1990-08-31"|332448|2020
190|010301|"2023-05-20"|"1982-08-02"|560705|2021
793|010848|"2002-10-28"|"1994-06-10"|080724|2023
609|011160|"1978-11-24"|"1975-12-06"|206781|2022
902|010184|"1986-03-16"|"1975-04-06"|247664|2025
533|011844|"1977-03-18"|"1976-10-19"|880252|2021
385|010611|"2011-08-06"|"1985-08-14"|995413|2021
289|010637|"2005-10-13"|"2019-01-16"|873019|2024
807|011558|"1980-12-09"|"1982-07-08"|011631|2022
481|010342|"1994-10-29"|"1987-05-31"|752552|2023
736|010518|"1972-07-23"|"1983-02-05"|862424|2020
508|011052|"1987-02-15"|"1999-05-29"|626340|2021
141|010123|"1984-02-13"|"2015-05-29"|070918|2021
222|011887|"2018-07-27"|"2016-04-26"|048684|2022
513|010177|"2003-11-02"|"1984-06-29"|311331|2022
883|010559|"1974-03-05"|"2004-09-10"|425729|2020
316|011304|"1972-10-10"|"1980-03-09"|781942|2025
85|011693|"1990-10-23"|"1972-02-15"|226873|2024
923|011676|"1998-02-28"|"1999-08-20"|369616|2025
204|011989|"1999-09-22"|"1973-11-11"|112514|2024
203|010763|"1994-05-10"|"2012-01-30"|685136|2020
630|010882|"1997-08-29"|"1976-05-06"|161477|2021
318|010884|"2019-08-19"|"2017-03-13"|236199|2022
297|011174|"1977-01-30"|"1998-05-01"|918245|2025
505|010199|"1974-11-24"|"1979-11-26"|132756|2021
984|011906|"2007-11-29"|"1986-12-25"|755644|2021
749|011256|"1991-03-16"|"1977-11-24"|068613|2021
495|010615|"1980-09-24"|"1994-05-20"|132351|2020
814|011502|"1973-12-06"|"2012-06-04"|421771|2025
500|010078|"1981-01-13"|"1983-04-20"|136839|2021
339|010572|"2006-10-17"|"1986-07-05"|022888|2021
357|011842|"2016-04-29"|"1976-11-16"|358150|2021
150|011316|"2019-08-30"|"1996-09-17"|554606|2022
375|010807|"1973-09-14"|"2014-11-01"|605121|2021
980|011841|"2006-10-29"|"1979-09-17"|715070|2023
710|011691|"1974-07-31"|"2007-10-22"|795451|2022
810|011371|"2011-03-01"|"1993-05-03"|314961|2022
909|010500|"2022-08-02"|"1985-04-15"|328756|2025
510|010957|"2022-04-27"|"2009-10-24"|667081|2021
158|011540|"2012-09-09"|"2018-03-17"|528237|2024
299|010335|"2003-08-15"|"1986-09-01"|144465|2022
575|011527|"2019-11-06"|"2023-05-15"|531881|2022
849|010602|"2013-08-23"|"2007-06-02"|091272|2023
905|011674|"1998-06-22"|"2017-03-18"|577037|2020
875|011973|"2000-01-19"|"1983-01-02"|540489|2021
461|011308|"1992-02-05"|"2022-12-15"|950717|2021
975|011505|"2006-07-27"|"2012-05-19"|445751|2021
320|011680|"1982-02-08"|"1978-09-21"|644610|2025
74|011904|"2013-12-31"|"2020-03-01"|352423|2025
864|011993|"1978-09-01"|"2013-10-04"|333754|2021
660|011221|"1989-10-16"|"1986-11-16"|373354|2024
900|010833|"1981-08-01"|"1972-09-24"|139415|2022
913|010911|"1973-02-11"|"2011-07-07"|255745|2024
855|011497|"1999-12-10"|"1994-05-25"|897949|2024
212|010724|"1990-05-27"|"1974-05-25"|204022|2023
586|010773|"1989-01-10"|"2018-04-20"|750238|2023
470|011675|"2001-11-06"|"1978-04-09"|666806|2021
305|011049|"2023-02-25"|"1980-09-25"|899828|2023
564|010293|"2019-04-11"|"1996-02-04"|068976|2024
921|011365|"1988-04-22"|"2010-10-09"|122104|2020
499|010157|"1972-10-01"|"2007-11-25"|518212|2024
564|010912|"2003-07-17"|"1982-01-08"|707341|2024
646|011334|"2016-04-21"|"1987-11-08"|816650|2022
959|010275|"1975-05-07"|"1976-01-09"|762891|2025
929|010613|"1988-05-11"|"2015-07-29"|902540|2021
554|011836|"2001-08-17"|"2006-11-15"|640369|2020
296|010309|"2011-05-25"|"1989-10-17"|247239|2020
994|010042|"2007-01-28"|"2019-09-27"|100447|2022
198|011249|"1974-12-12"|"1990-08-25"|535977|2020
844|010369|"2022-10-18"|"2003-06-22"|818695|2025
95|010237|"2022-06-01"|"1970-09-22"|119367|2025
838|011059|"2012-05-10"|"2017-01-21"|288066|2023
58|010693|"1982-01-05"|"1988-11-24"|780762|2022
813|011217|"1972-09-17"|"1977-05-14"|859765|2025
947|011818|"2014-12-09"|"1983-07-15"|972110|2024
562|011709|"2007-09-23"|"1993-08-03"|716259|2025
935|010801|"1976-07-21"|"1972-04-21"|925959|2025
708|010986|"1979-05-02"|"2022-11-13"|742075|2024
79|011604|"1992-11-08"|"1990-07-09"|836769|2024
424|011195|"1976-02-16"|"2011-07-04"|616110|2024
750|011605|"1997-09-26"|"2001-06-22"|329641|2023
473|011778|"1991-09-12"|"1999-06-06"|596458|2023
1000|010782|"1975-11-15"|"1975-02-02"|388911|2020
743|010329|"2014-05-13"|"1989-09-17"|628915|2021
448|011697|"2002-02-26"|"1993-04-02"|530039|2023
214|010697|"1976-05-14"|"1985-05-28"|629129|2021
271|010372|"2003-02-26"|"2013-10-30"|077448|2025
147|011851|"2009-07-30"|"1995-03-21"|913057|2020
915|010429|"2000-03-17"|"1986-01-18"|027894|2024
217|011171|"1993-07-09"|"2009-10-24"|991216|2020
903|010219|"1984-11-27"|"1988-04-04"|424536|2021
505|011621|"1990-11-04"|"2009-02-10"|255837|2021
564|011623|"1976-05-13"|"1990-12-28"|451602|2020
512|010443|"1981-09-25"|"2017-07-04"|367196|2024
835|011299|"1988-11-08"|"2005-09-18"|264558|2022
565|010247|"1987-07-06"|"1998-09-13"|051466|2023
778|011427|"2004-05-26"|"1970-03-01"|519913|2021
335|011239|"1992-08-08"|"1978-07-19"|719178|2022
533|011456|"2014-07-31"|"2017-10-05"|588768|2025
780|010166|"2018-02-01"|"1993-07-18"|618928|2024
664|010947|"1978-05-10"|"1996-10-20"|064710|2025
107|010884|"1980-07-19"|"1997-04-30"|167317|2025
408|010095|"1984-11-17"|"1973-03-17"|123778|2022
594|011620|"1986-07-21"|"2002-03-25"|329587|2024
365|010850|"1995-02-25"|"2020-12-03"|720273|2021
757|010618|"1989-04-08"|"2022-09-17"|304416|2021
38|010654|"1996-09-30"|"1970-10-24"|492895|2023
944|010985|"1988-03-19"|"1996-11-05"|969442|2023
713|010956|"2010-12-27"|"2004-08-30"|649690|2023
860|011948|"1985-02-03"|"2018-02-22"|331855|2020
463|010023|"2018-03-14"|"1992-07-25"|308798|2022
981|010686|"1984-09-30"|"1994-11-02"|728690|2022
4|010128|"2011-03-27"|"2005-08-21"|215794|2023
307|010759|"2010-01-14"|"1971-10-25"|693122|2021
668|010050|"2002-06-10"|"1982-05-04"|978266|2024
83|011967|"1997-08-02"|"1987-04-10"|601186|2024
970|011377|"2005-03-12"|"1997-01-07"|126042|2025
461|010580|"1990-08-21"|"1982-01-10"|954946|2024
700|011879|"2019-03-09"|"1972-05-20"|187758|2024
418|011931|"2020-08-25"|"1994-06-11"|601127|2020
698|011492|"1979-08-29"|"1998-03-29"|022435|2021
245|011804|"1990-11-07"|"2009-03-17"|849073|2020
26|011495|"1994-05-16"|"1990-02-06"|847307|2020
736|010149|"2022-05-24"|"1982-03-27"|366285|2020
811|010387|"1978-09-29"|"1987-01-07"|675562|2021
773|011151|"1979-04-16"|"1984-12-05"|925062|2020
777|011368|"1997-10-25"|"1971-12-14"|251585|2025
783|011060|"1983-05-14"|"1978-02-26"|871389|2022
69|010939|"2020-06-25"|"2004-09-01"|626706|2024
226|011452|"2023-07-14"|"1988-06-05"|899459|2022
43|011674|"1985-04-09"|"2016-07-30"|680026|2022
412|011926|"1974-09-08"|"2001-03-01"|604967|2020
420|011669|"1982-05-05"|"1976-07-13"|857639|2021
403|010752|"1981-03-20"|"1992-08-03"|731959|2025
248|011068|"1981-08-21"|"1993-04-26"|690260|2023
40|010781|"2003-03-27"|"1994-12-06"|177476|2024
165|010432|"2016-12-20"|"1971-07-07"|792694|2023
707|011507|"2004-03-25"|"1997-01-22"|554201|2020
297|010454|"1970-07-03"|"2009-08-01"|488403|2020
767|010745|"1983-06-30"|"2016-05-21"|472886|2021
79|010922|"1991-01-13"|"2006-05-04"|952903|2020
601|011936|"2013-06-28"|"1975-09-18"|782575|2022
591|011321|"1995-09-11"|"2010-04-12"|394674|2024
355|011027|"1975-10-30"|"2019-06-11"|002187|2020
657|011765|"2005-05-17"|"1981-06-05"|434856|2024
694|011279|"1993-06-08"|"2015-03-14"|221552|2022
421|011169|"2008-01-29"|"2001-03-23"|201130|2023
643|011942|"2023-01-29"|"1973-12-13"|389483|2020
850|011386|"1998-04-19"|"1984-04-10"|727564|2022
111|011921|"2000-03-22"|"1991-06-18"|332834|2020
888|011566|"2017-03-13"|"2014-11-04"|295917|2021
384|010072|"2004-05-05"|"2018-06-15"|282689|2022
416|011877|"2015-11-06"|"1993-05-26"|394433|2025
260|011164|"1985-02-27"|"1971-09-05"|616602|2025
558|010775|"2008-07-31"|"1976-04-02"|776549|2021
954|010972|"2009-03-04"|"2013-01-22"|615832|2021
707|011815|"2020-07-18"|"2009-12-26"|305580|2023
256|010439|"1996-05-12"|"1993-03-27"|503150|2020
94|010819|"1985-11-06"|"1988-03-21"|254756|2022
58|011162|"2017-01-21"|"1977-11-14"|818837|2023
672|011153|"2023-06-11"|"1990-05-12"|153257|2021
772|011149|"1982-11-08"|"1970-03-23"|856122|2020
727|011711|"2021-11-29"|"1979-02-26"|983553|2021
184|010276|"1997-11-12"|"2004-05-23"|037873|2021
815|011528|"2018-09-27"|"1973-09-27"|057522|2022
753|011068|"1988-11-25"|"2019-01-05"|701717|2021
528|010453|"1985-08-28"|"1992-11-18"|984513|2025
515|011054|"1984-02-21"|"1983-01-14"|076282|2024
955|011383|"2000-10-25"|"1975-08-11"|595586|2024
3|011188|"1994-04-11"|"1982-04-25"|093392|2020
146|011786|"1997-04-06"|"1974-05-01"|371051|2022
186|010952|"2017-05-20"|"1992-04-27"|400141|2022
382|010810|"1979-10-04"|"2000-01-12"|817723|2020
353|010575|"1985-08-05"|"1981-04-05"|436673|2021
846|011330|"1998-09-15"|"1999-01-11"|747802|2021
437|011594|"1981-01-18"|"2020-05-26"|911822|2022
963|010283|"2001-04-28"|"1981-10-22"|980176|2020
68|010891|"1987-06-15"|"2019-09-23"|910988|2023
766|011877|"2006-12-21"|"1980-04-24"|909044|2020
301|011833|"1999-01-26"|"2011-12-23"|911609|2025
2|011044|"1978-11-21"|"1990-12-28"|746764|2025
876|010330|"2011-11-17"|"2000-09-15"|449171|2020
298|011541|"2009-03-15"|"2009-05-24"|641703|2022
604|011501|"2006-03-20"|"1984-11-05"|203099|2025
